Text,Language
Mu bbanga lya myezi etaano satifiketi z'ettaka zijja kugabibwa.,Luganda
Obukakafu ku bwa nnanyini ttaka bukendeza ku nkaayana z'ettaka.,Luganda
Ebitongole bya gavumenti ebisinga bisingamu basajja ng'abakyala abasinga obungi balina bifo bya wansi.,Luganda
Okuvujjirira kusindiikiriza enkulaakulana n'okweyongera mu maaso.,Luganda
Abakulembeze b'ebyobuwangwa beekwata ku nnono n'obulombolombo.,Luganda
Okusindiikirizibwa ennyo kuleeta obweraliikirivu.,Luganda
Gavumenti esaasaanya etya ssente zaayo?,Luganda
Embalirira etuyamba okuteekerateekera obulungi ensimbi zaffe.,Luganda
Lwaki nteekeddwa okuwandiisa ettaka lyange?,Luganda
Abantu basenguddwa mu maka gaabwe olw'obukuubagano mu by'ettaka.,Luganda
Ki ekiteekeddwa okukolebwa okukendeza ku bukuubagano bw'ettaka mu kitundu?,Luganda
Ani alina obuyinza obusinga ku ttaka eryawamu?,Luganda
Ani avunaanyizibwa ku kukuuma abatuuze?,Luganda
Bannamwandu ne bamulekwa bantu betaavu mu kitundu.,Luganda
Ki ekiviirako enzizi okukalira?,Luganda
Nsibuko ki ez'obutonde ezivaamu amazzi?,Luganda
Abapunta bakola ki?,Luganda
Amazzi kyetaago kikulu.,Luganda
Omuntu ayinza atya okuzuula awava amazzi?,Luganda
Mukwano gwange akola n'ekitongole ky'amazzi n'obutonde.,Luganda
Lwaki pulojekiti ezimu ziremererwa?,Luganda
Abapunta beetagisibwa mu pulojekiti z'amazzi.,Luganda
Amazzi gabeera ga bbula mu biseera by'ekyeya.,Luganda
Bizibu ki obuli mu mazzi g'ensulo.,Luganda
Okunyizibwa kunaatera okubeerawo.,Luganda
Amazzi ga bbula mu bitundu ebimu.,Luganda
Byabugagga ki eby'obutonde ebiri mu Uganda?,Luganda
Ebirowozo ebiwakanya bitangira okukulaakulana.,Luganda
Abantu basanyawo entobazi okutondawo ettaka ly'okusenga ko.,Luganda
Ebikolwa by'abantu ebimu bisaanyawo obutonde.,Luganda
Waaliwo okwonoona empewo kungi mu Kampala omwezi oguyise.,Luganda
Ki ekiretera abantu okweyongera ennyo?,Luganda
Abantu mu byalo bafumbira emmere ku nku.,Luganda
Embalama z'amazzi zitera okubooga mu kiseera ky'enkuba.,Luganda
Bulabe ki obutuuka ku butonde ng'omusenyu gusimiddwa?,Luganda
Omuze gw'okukozesa ebiragala gutta abavubuka.,Luganda
Amasannyalaze g'omumazzi gakolebwa gatya?,Luganda
Ani minisita w'amasannyalaze mu ggwanga?,Luganda
Pulojekiti za gavumenti ezimu zitwala ebbanga panvu nnyo okuteekebwa mu nkola.,Luganda
Okusaasaanya kw'amasannyalaze kuleeta kutya enkulaakulana?,Luganda
Amaka agasinga mu Uganda waakiri galina amasannyalaze.,Luganda
Lwaki amasannyalaze gakyali matono mu Uganda?,Luganda
Genereeta zikozesebwa mu bbula ly'amasannyalaze.,Luganda
Gavumenti nayo yeewola ssente nga waliwo obwetaavu.,Luganda
Okubunyisa amasannyalaze kwongezeddwa mu byalo bya Uganda.,Luganda
twekkaanya n'amaaso gaffe.,Luganda
Amasannyalaze gabunyisiddwa bifo ebitalina masannyalaze.,Luganda
Mugaso ki ogw'amasannyalaze ku mirimu?,Luganda
Okusiga ensimbi kutonderawo abantu emirimu.,Luganda
Oluvannyuma lw'okuwangula akalulu yategeseewo akabaga okujaguza obuwanguzi.,Luganda
Mu buli kuvuganya wabeerawo omuwanguzi.,Luganda
Biki ebibeera ku kakonge kwe balondera?,Luganda
Oyinza otya okumanya okutegeera kw'omuntu?,Luganda
Ffaayo nnyo ku ekyo ekisinga omugaso.,Luganda
Nga omukulembeze kirungi okuteekawo enkolagana ennungi ne b'okulembera.,Luganda
Bbaawe mutamivu.,Luganda
Abantu abamu mu butonde ba ddembe.,Luganda
Tusuubira okulonda okw'awamu okw'emirembe mu Uganda omwaka ogujja.,Luganda
Abantu teebagala kukolagana n'abalemeddwa.,Luganda
Ebiseera tebirinda.,Luganda
Ebiseera ebisinga endowooza yo yeefuga ebikolwa byo.,Luganda
Okusaba ku tukulembera ku buwanguzi.,Luganda
Singa tuteka ebbali enjawukana zaffe tujja kukolera wamu awatali njawukna.,Luganda
Okuyiwa abaserikale abangi mu kitundu kyetaagisa?,Luganda
Wasomera ku ssomero lya pulayimale ki?,Luganda
twetaaga okubeera mu ddembe n'abalala.,Luganda
Abantu balina okusomesesa ku njola y'okulonda.,Luganda
Bifo bimeka ebirondebwamu mu Uganda?,Luganda
Ani mukulembeze wa Uganda?,Luganda
Akiiko k'eby'okulonda kawa ebigobererwa mu kunoonya akalulu.,Luganda
Munnabyabufuzi wa ddembe okubeera ow'ekibiina kyonna.,Luganda
Weebaze nga nnyo Katonda buli kaseera.,Luganda
Bannabyabufuzi abeesimbyewo abasinga bava ku ludda luvuganya.,Luganda
Bannabyabufuzi abeesimbyewo balina okukuyega mu balonzi baabwe.,Luganda
"Alina obululu obungi, y'awangula akalulu.",Luganda
Ani atsaanidde okulonda?,Luganda
Obuvumu kiva mu kwekiririzaamu.,Luganda
Okulonda kwa bbeeyi nnyo.,Luganda
Obungi bw'abantu mu Uganda buli ki?,Luganda
Mbeeraki omuntu mwayinza okugobebwa ku mulimu?,Luganda
Ebbaluwa ekukakasa ya mugaso ki?,Luganda
Ki ekirina okubeera mu alipoota?,Luganda
Bikolwa kika ki ebityobola etteeka?,Luganda
Ekitongole kiganyulwa kitya mu luwummula lw'omukozi agenze okusoma?,Luganda
Bw'olekera awo okubeera omukozi erinnya lyo ligibwako ku basasulwa.,Luganda
Emisolo giweebwa gavumenti.,Luganda
Akakiiko akagaba emirimu kalina mugaso ki?,Luganda
Abakozi ba ddembe okuddayo ku ssomero okweyongerayo okusoma.,Luganda
Abakozi bokka abali ku lukalala lw'abasasulwa be bajja okufuna omusaala omwezi guno.,Luganda
Abakozi ba gavumenti bakozesebwa era basasulwa gavumenti.,Luganda
Abantu abamu bakisanga nga kyangu okwewola ensimbi okuva mu bibiina ebitereka ensimbi.,Luganda
Biki ebyetagisa mu kutandikawo ebibiina by'okutereka n'okwewola ensimbi?,Luganda
Beera n'ekiruubirirwa mu bulamu.,Luganda
Ensonga z'abakyala zitera okuteekebwa ku mwanjo mu kitundu.,Luganda
Okukola emirimu egivaamu ensimbi kiyamba okuvunuka obwavu mu kitundu.,Luganda
Emirimu gy'obwegasi gikola gitya?,Luganda
Weetaaga omukwano gw'osobola okwesiga.,Luganda
Obwakabaka bukola butya?,Luganda
Tuterekera biseera bya mu maaso.,Luganda
Nnlina ebbanja erya looni ery'okusasula mu bbanga lya myaka etaano.,Luganda
Ki ekirina okukolebwa okutumbula ku mutindo gw'obulamu bw'abantu?,Luganda
Obwavu bubi nnyo.,Luganda
Abasumba balyoyi ba myoyo.,Luganda
Abantu batta enjovu olw'amasanga gaazo.,Luganda
Lwaki okubuuliriza okw'enkukutu kukolebwa.,Luganda
Yaggalirwa mu kaduukulu ka poliisi olw'okubeera omu ku bateeberezebwa.,Luganda
Bannansi ba Uganda bakubirizibwa okufuna endagamuntu.,Luganda
Buli mmotoka erina ennamba yaayo egyawula ku ndala.,Luganda
Ekiro nsimba mmotoka yange mu galagi ewange.,Luganda
Mateeka ki agalungamya enkuuma y'ebisolo by'omu nsiko.,Luganda
Poliisi enoonyereza ddi?,Luganda
Ensonga ezimu zikwatibwa bulungi mu kkooti z'amateeka.,Luganda
Enjovu kitundu ku bisolo eby'omu nsiko.,Luganda
Amakuumiro g'ebisolo gayamba okukuuma ebitonde by'omu nsiko.,Luganda
Ki ekireetera ensolo ezimu okuggweerawo ddaala?,Luganda
Enkola ya bonnabagaggawale yali pulogulaamu ya gavumenti okulwanyisa obwavu.,Luganda
Ebyamaguzi ebimu byonooneka mangu.,Luganda
Ki ekireetera okufiirwa mu kubunyisa ebyamaguzi.,Luganda
twetaaga okuwagira ebyamaguzi ebikoleddwa kuno.,Luganda
Amagezi ku byobulamu gaganyulwa balimi.,Luganda
Ki ekiteekeddwa okukolebwa okutumbula okubunyisa ebyamaguzi ebikolebwa wano?,Luganda
Obwetaavu obungi busindiikiriza okubunyisa kw'ebyamaguzi.,Luganda
Abatunda ebintu ebikozesebwa mu bulimi beetaaga okugaba ebintu eby'omutindo.,Luganda
Pulogulaamu za gavumenti ebiseera ebimu tezivaamu biruubiriwa bigendereddwa n'obutamala.,Luganda
Abasuubuza ebintu mu butale balina okuba nga beesigika.,Luganda
"Gula ebya Uganda, zimba Uganda.",Luganda
Tulina ebyamaguzi bingi ebiva ebweru w'eggwanga ku katale ka Uganda.,Luganda
Ebitiibwa bifunibwa mu ngeri ez'enjawulo.,Luganda
Abakulembeze balina buvunaanyizibwa ki?,Luganda
twawukanira ddaala n'omugenzi oluvannyuma lw'okufa.,Luganda
Abantu bakola nnyo basobole okulekawo omukululo nga bafudde.,Luganda
Ebyenjigiza n'ebyobujjanjabi biyinza kutumbulwa bitya?,Luganda
Tonenya balala olw'ensobi zo.,Luganda
Bw'oba n'obwetaavu saba obuyambi.,Luganda
Endowooza y'omuntu esinziirako enkola ye ey'ebintu.,Luganda
Obwerufu butwalibwa ng'empisa y'obugunjufu esingayo mu mirimu gya gavumenti.,Luganda
Abantu abasinga baagala okugaggawala okusinga okuleka omukululo omulungi.,Luganda
Okutumbula obuweereza bwa gavumenti enguzi erina okumalibwawo.,Luganda
Ennima z'omulembe evaamu amakungula amalungi.,Luganda
Obumanyi buyamba ku bukugu bw'omuntu.,Luganda
Obukugu bw'omulembe buzingiramu amagezi ag'awamu.,Luganda
Yongera ku bukugu bwo oluvannyuma lw'akaseera.,Luganda
Ebisolo byetaaga okulabirirwa.,Luganda
Okukugirwa amagezi g'omuntu kiyinza okuvaamu obutamanya.,Luganda
Nina enteekateeka y'okubeera ne ffaama ng'erimu eggana ly'ente.,Luganda
Liisa ensolo enjala bw'eba eziruma.,Luganda
Sisuubira nti waliyo omuntu ayagadde okuba omwavu.,Luganda
Okulemererwa kiremesa okugenda mu maaso.,Luganda
Abantu bulijjo bavvuunuka embeera enzibu.,Luganda
Mu mirembe egy'edda abantu baasulanga mu nsiisira na mpuku.,Luganda
Okulemererwa kujja n'ebivaamu ebibi.,Luganda
Okusoomozebwa n'ebizibu bireeta obuzibu mu bulamu.,Luganda
Obunafu mu mubiri buyinza okuvaako omuntu okuzirika.,Luganda
Abantu bawa abalala obuvunaanyizibwa.,Luganda
Embeera etali ya lubeerera terina kulwawo.,Luganda
Okubeera omutendeke kiraga eddalya ly'obukugu bw'omuntu mu kisaawe ekimu.,Luganda
Gezaako okweyisa obulungi eri abalala.,Luganda
Ekikolwa ky'okuwamba omuntu kityoboola eddembe ly'obuntu.,Luganda
Abaana be bantu abali wansi w'emyaka ekkumi n'omunaana.,Luganda
Abaana bonna abaakazaalibwa bagemebwa.,Luganda
Ebola bulwadde obusaasaana amangu.,Luganda
Muntu afuna atya emigabo mu Kkampuni?,Luganda
Bamusigansimbi batunda emitima nga basiga ssente mu bizinensi ne pulojekiti.,Luganda
Nalaba obulungi bwa Katonda mu mwaka ogwo,Luganda
Bitundu ki mu Uganda ebyasinga okukosebwa okubalukawo kwa Ebola?,Luganda
Bintu ki bye tuyinza okukozesa okwetangira obulwadde bwa Ebola?,Luganda
Akawuka ka Ebola kalina bubonero ki?,Luganda
Endwadde ezimu zisaasaana okuva ku omuntu omu okudda ku mulala.,Luganda
Abaana abato balina okugemebwa.,Luganda
Ebyambalo ebitangira ebimu bitutangira obulwadde.,Luganda
Ani alina obuvunaanyizibwa bw'okufulumya enteekateeka z'okugoberera?,Luganda
Gavumenti z'ebitundu za mugaso ki?,Luganda
Oli mulonzi eyeewandiisa?,Luganda
Okulonda kunaabaayo ku nnnaku za mwezi ki?,Luganda
Ani ssentebe w'akakiiko k'ebyokulanda aliko mu Uganda?,Luganda
Okulonda kuteekeddwa kuba kwa mazima na bwenkanya.,Luganda
Akakiiko k'ebyokulonda mu Uganda kateekerateekera kulonda kwa bonna okujja.,Luganda
Endagaano y'okweyazika wakati waabwe nfu.,Luganda
Kirowoozebwa nti ebyobufuzi kazannyo kagyama.,Luganda
Kyanguya obulamu bw'osanyiwa abo abaakusobya.,Luganda
Aabantu abaasimattuse akabenje k'emmotoka batono nnyo.,Luganda
Biki ebiremesa enkulaakulana mu bintu ebigasiriza abantu awamu?,Luganda
Abakulembeze balina okutuukiriza obuvunaanyizibwa bwabwe mu ngeri y'ekikugu.,Luganda
Okweyawulayawula muziziko munene nnyo eri enkulaakulana.,Luganda
Abasiraamu balina nnyo eddiini,Luganda
Biki ku bimu ebiviirako okweyawulayawula?,Luganda
Abakulembeze balina okukola ennyo okutumbula obumu mu bantu.,Luganda
Obukyayi n'okweyawulayawula bisobola okuva ku muntu omu okudda ku mulala.,Luganda
Ki ekiremesa abantu okukolera awamu?,Luganda
Entalo z'omunda ziraga obutali bumu mu kitundu.,Luganda
Emizikiti bifo abasiraamu mwe basinziza.,Luganda
B'ani abamu ku abakulembeze b'edddiini y'obusiraamu?,Luganda
Kola ky'okola okukola mu budde obutuufu.,Luganda
Ng'omuyizi ninza ntya okufuna sikaala y'okusoma?,Luganda
Baseeka bakulembeze b'enzikiriza mu dddiini y'obusiraamu.,Luganda
Abavuzi ba boodabooda bakubiribwa okwambala erementi nga bali ku luguudo.,Luganda
Ebikolwa eby'obutujju bimenya amateeka.,Luganda
Ovuga mmotoka kika ki?,Luganda
Abalwadde abali mu mbeera embi balina okufiibwako ennyo mu ddwaliro.,Luganda
Beera mwegendereza nnyo ng'okolagana n'abantu bootomanyi.,Luganda
Lwaki abantu baagala okutwala ebitali byabwe?,Luganda
Yalemala oluvannyuma lw'akabenje ka boodabooda.,Luganda
Ppikipiki egula ssente mmeka?,Luganda
Poliisi enoonyereza ku kukozesa obubi ssente za pulojekiti y'amajaani n'okubula kwa ffayiro za pulojekiti.,Luganda
Ebitabo bisobola okugulwa mu maduuka agatuunda ebitabo.,Luganda
Ssente zaasaasaanyiziddwa ku kusasula bisale.,Luganda
Oli mwetegefu okutunda omutima otandike bizinensi?,Luganda
Abalimi bakosebwa enkyukakyuka mu bbeeyi y'ebirime byabwe mu katale.,Luganda
Abalimi balina okumanyisibwa ku nkwata y'ensigo ennungi okuviira ddaala mu kusimba okutuuka mu makungula okufunamu obulungi.,Luganda
Omwetooloolo gw'okugenda mu nsonga gutera kumala nnaku abiri mu munaana.,Luganda
Okunoonyereza kujja kulondoolwa nnyo okumaliriza omulimu bu budde.,Luganda
"Pulojekiti nga weeri, obwavu bujja kumalibwawo mu bitundu.",Luganda
Ssente zandisaasaanyiziddwa mu butuufu pulojekiti okuwangula.,Luganda
Okulaga ensaasaanya n'ebiwandiiko ebituufu birina okufiibwako ku pulojekiti yonna egenda mu maaso.,Luganda
Obukuumi ku bantu n'ebyabwe birina okwongerwako.,Luganda
Ensonga eno erina kukwatibwa na bwegendereza okulaba nga amaka galiyirirwa.,Luganda
Buli kusasula okukolebwa kulina okuwandiikibwa kussibweko n'emikono okwewala ebiyinza okuvaamu ebitamanyiddwa.,Luganda
Ssente zirina okusaasaanyizibwa ku kintu ekituufu era n'ensaasaanya eragibwe.,Luganda
Okusaagasaaga kukkakkanya okweraliikirira mu bantu.,Luganda
Bikozesebwa mu nnimiro ki ebisinga okukozesebwa?,Luganda
Waliwo emisango gy'ettaka mingi nnyo mu kkooti egitannagonjoolwa.,Luganda
Poliisi ezinzeeko ekifo awazziddwa omusango okusobola okunoonyereza.,Luganda
Embuga z'amateeka zigonjoola enkaayana mu bantu.,Luganda
Waliwo okwemulugunya kwa bannabyabufuzi abeezimbawo nti waaliwo ebitaali bituufu mu kalulu.,Luganda
Okujulira ku kulonda kuteekeddwayo mu kkooti enkulu.,Luganda
Bannabyabufuzi abeesimbyewo mu ggwanga lyonna basunsulibwa obukiiko bw'ebyokulonda kinnoomu.,Luganda
Obuyigirize bwa ddaala ki omuntu bwe yeetaaga okutandikirako okwesimba ku kifo kyonna?,Luganda
Akakiiko k'ebyokulonda kasazizzaamu eyeesimbyewo kuba talina bisaanyizo byetaagisa.,Luganda
Bannamateeka bataputira abantu amateeka.,Luganda
Uganda etegeka okulonda buli luvannyuma lwa myaka etaano.,Luganda
Akakiiko k'ebyokulonda kagabira abeesimbyewo pulogulaamu z'okukolerako kakuyege.,Luganda
Omwewozi w'ennamula ye muntu abangibwa ssente kkooti z'egerese.,Luganda
Bulijjo osobola okujulira mu kkooti enkulu.,Luganda
Poliisi yakubye omukka ogubalagala n'amasasi ag'ebipiira mu bantu abeegugunze olw'ekibba ttaka.,Luganda
Abakozi ba gavumenti be bantu abaaweebwa gavumenti emirimu okuweereza abantu.,Luganda
Bannabyabufuzi abamu tebakolagana na bakonzi bakonzi ba gavumenti era kino kikosa obuweereza.,Luganda
Okuzimba obukozi gwe mitendera ogw'okulaakulanya amaanyi g'ekitongole n'obuwangaazi.,Luganda
Baakwatibwa lwa kuwaayiriza.,Luganda
Mu kitongole tukolera wamu nga ttiimu.,Luganda
Abayizi balina okusoma ennyo okufuna obubonero obulungi.,Luganda
Mukomye okunenyagana.,Luganda
Amasomero agamu galina ebibuuzo ebiggulawo olusoma.,Luganda
Abalenzi abali mu myaka egivubuka batera okwerootolera.,Luganda
Ebibiina bya twogere akaati mu masomero biyambye okusomesa abayizi ku biseera byabwe eby'okuvubuka.,Luganda
Buli muntu yeetaaga omukisa okwenunula.,Luganda
Amasomero agamu tegalina basomesa batendeke.,Luganda
Abayizi abasinga baba n'effujjo nga bali mu myaka egivubuka.,Luganda
Ebiseera ebimu amasomero tegawa bayizi kyamisana.,Luganda
Abaana beetaaga omukwano gwamaama ne taata.,Luganda
"Engeri gye watali mateeka gakugira kuggyamu mbuto mu Uganda, abakyala n'abawala bongera okugyamu embuto okutali kulungi.",Luganda
Abantu mu byalo batya nti abakungu ba gavumenti bajja kuba ettaka lyabwe.,Luganda
Abalimi abamu batundira bye bakungudde ku mabbali g'ekkubo.,Luganda
Abalimi be beesalirawo ebbeeyi y'ebyo bye bakungudde.,Luganda
Pulojekiti esuubirwa okumala emyaka etaano.,Luganda
Omusajja yasangiddwa ng'ayenda ku mukazi we.,Luganda
Abalimi bakubiribwa okulima ebirime ebivaamu ensimbi.,Luganda
Okulima ebintu by'okuliibwa ewaka we wano ng'abalimi balima emmere ey'okuliibwa ewaka okutuukiriza ebyetaago byabwe.,Luganda
Uganda nsi nnimi.,Luganda
Bannansi basinga kulya mmere ki?,Luganda
Abawala batandikira ku myaka emeka okugenda mu nsonga z'ekikyala?,Luganda
Abazadde abasajja batono aboogera ne bawala baabwe ku nsonga z'ekikyala.,Luganda
Abazadde abasajja batono aboogera ne bawala baabwe ku nsonga z'ekikyala.,Luganda
Abawala beetaaga okukuuma obuyonjo nga bali mu nsonga z'ekikyala.,Luganda
Abawala abasinga tebaagala mibiri gyabwe.,Luganda
Ensonga z'ekikyala zibaawo buli mwezi mu bakyala.,Luganda
Abawala bangi beeraliikirira ku ki eky'okukola singa bagenda mu nsonga z'ekikyala nga bali ku ssomero.,Luganda
Abawala abamu tebalina ppamba wa kikyala ow'okukozesa nga bali mu nsonga z'ekikyala.,Luganda
Abawala balina okusomesebwa ku nsonga z'ekikyala.,Luganda
Buli muntu alina ebyama bye yeekuumira.,Luganda
Abawala balina okweyabiza bamaama baabwe nga bali mu nsonga z'ekikyala.,Luganda
Abawala n'abalala abasomyeko bamanyi eddembe lyabwe.,Luganda
Abantu abasinga balunda ebisolo ebirundibwa awaka.,Luganda
Omwaka ofuna omusaala gwenkana ki?,Luganda
"Nga terinnafuuka tteeka, pulezidenti alina okulissaako omukono.",Luganda
"Akakiiko kye kibinja ky'abantu abajja awamu okwebuuza, okwekenneenya oba okukola okusalawo.",Luganda
Osobola okukozesa mobayiro mmane okusasula ebisale byo.,Luganda
Etteeka litwaliddwa mu paliyamenti okukolwamu ennongoosereza.,Luganda
Akakiiko k'ekibuga kalina obuvunaanyizibwa okuteekerateekera ebibuga byabwe.,Luganda
Mukyala eyeetengeredde.,Luganda
Abantu abamu baagala okwemulugunya.,Luganda
Mpandiika bbago lyange ery'okunoonyereza.,Luganda
Ssente zo ez'akasiimo ng'owummudde zinaakumala?,Luganda
Kkampuni ekolera mu kufiirizibwa.,Luganda
Gavumenti eyongezza emisolo ku byamaguzi ebimu.,Luganda
Abasuubuzi abasinga balina ebyobugagga.,Luganda
Akulira ebyensimbi alina buvunaanyizibwa?,Luganda
Ebitongole tekijja kuba na nsimbi zimala kusasula bakonzi bonna mulundi gumu.,Luganda
Amajaani gakungulwa gatya?,Luganda
Amajaani gamera bulungi mu sizoni y'enkuba.,Luganda
Kaali kaseera kazibu eri abalimi okwetooloora eggwanga lyonna mu biseera by'omuggalo.,Luganda
"Ensigo zonna zeetaaga amazzi, omukka n'ebbugumu okukula.",Luganda
Ffayiro z'emisango gibula mu kkooti.,Luganda
Tebaatuwa nsonga lwaki pulojekiti yagaana.,Luganda
Abalimi abasinga baganyuddwa mu bonnabagaggawale.,Luganda
Abalimi balina okussa emikono ku kiwandiiko ekikakasa nti bafunye ensigo.,Luganda
Sindika empapulazo ez'obuyigirize eri akulira abakozi.,Luganda
Obwakabaka bwa ddembe okubanja ebintu byabwo okuva mu gavumenti.,Luganda
Byetaago ki eby'amaka ebisookerwako?,Luganda
Kkampuni eri mu kunoonyereza ku bufere.,Luganda
Neetaaga amagezi okuva ew'omusumba.,Luganda
Kibonerezo ki eky'okusobya ku muntu atanneetuuka?,Luganda
Bannakyeyombekedde basanga akaseera akazibu okukuza abaana.,Luganda
Pulojekiti ezimu zigenderera kwogiwaza bakyala.,Luganda
Poliisi erondoola emisango.,Luganda
Emmere eyamba abaana okukula.,Luganda
Abatemu baamuttisa kambe.,Luganda
Abazzi b'emisango batwalibwa mu kkooti okuvunaanibwa.,Luganda
Abayizi tebakkirizibwa kutwala ssimu ku ssomero.,Luganda
Abaana abamu ab'effujjo bakukusa amasimu ne bagayingiza mu ssomero.,Luganda
Yagala era osonyiwe abalala.,Luganda
Abaana tebatera kubeera ne bakaakitaabwe abalala.,Luganda
Yalemererwa okubaawo mu kuziika taata we.,Luganda
twala abalwadde abayi mu ddwaliro.,Luganda
Ebikolwa ebikyamu bilina okuvumirirwa.,Luganda
Ki ekirina okukokolebwa okukomya okutyoboola abawala?,Luganda
Misango gya kika ki egirina okuloopebwa ku poliisi?,Luganda
Omwami we yamukuba n'amutta.,Luganda
Ki ekireetera okulumizibwa mu kifuba?,Luganda
Loopa ebikolwa ebyekengerwa byonna mu kitundu eri poliisi.,Luganda
Abantu ab'emitima emibi batta bannaabwe.,Luganda
Jjajjange omukyala abadde ku kitanda mu ddwaliro kati wiiki nnamba.,Luganda
Obutategeeragana wakati w'abaagalana kiyinza okubaviirako okwawukana.,Luganda
Yeewa obutwa naye eky'omukisa omulungi teyafa.,Luganda
Abafuusa beeraguza.,Luganda
Tuleme kutuusa bulabe ku balala.,Luganda
Buli kyonna ky'okola mu nzikiza olunaku lumu kijja kumanyibwa.,Luganda
Abantu abawera bafudde omusujja gw'ensiri mu Uganda.,Luganda
Ani yeekebejja omulambo?,Luganda
Ebiseera ebisinga abantu abatalina musango battibwa abantu abatwalira amateeka mu ngalo.,Luganda
Oli wa kibiina kya byabufuzi ki?,Luganda
Bammemba ba paalamenti balondebwa mu bifo by'obuyinza.,Luganda
Ebibiina by'ebyobufuzi birina ababikiikirira okuvuganya ku bifo by'obukulembeze.,Luganda
Buwanvu ki okuva ewaka okutuuka mu kibuga wakati?,Luganda
Ani akulira essomero lino?,Luganda
Amagye galina okukuuma abantu ba bulijjo.,Luganda
Bannamagye balina okwewala okuba n'oluuyi mu nsonga z'ebyobufuzi.,Luganda
Amagye gayambako ku poliisi mu kukwasisa amateeka n'ebiragiro.,Luganda
Omusolo gukozesebwa okukola enguudo mu Uganda.,Luganda
Abasirikale mu magye baweererwa eggwanga okutwaliza awamu.,Luganda
Poliisi ekuuma amateeka n'obutebenkevu mu kitundu.,Luganda
Okubaawo kw'amagye mu kitundu kyonna kya mugaso ki?,Luganda
Lwaki abantu batya abasirikale b'amagye?,Luganda
Okulonda ebiseera ebimu kusobola okuba okw'effujjo.,Luganda
Okukola okusalawo kimu ku bisaanyizo ebisuubirwa mu mukulembeze.,Luganda
Poliisi esobola okusingibwa amaanyi?,Luganda
Abakyala batandise okukola bizinensi ezaabwe.,Luganda
Obukodyo bw'obwakitunzi bweetaagisa eri omutandisi wa bizinensi yenna.,Luganda
Abakyala bagezaako nga bwe basobola okusitula bakazi bannaabwe.,Luganda
Ssente mmeka ezeeetaagisa okukyusa embeera y'obulamu bw'omuntu?,Luganda
Ani ayisa ssente mu kitongole kyammwe?,Luganda
Okugabanako n'abalala kintu kirungi.,Luganda
Bamusigansimbi beetaaga okugaziya bizinensi zaabwe.,Luganda
Abakyala baagala nnyo ssente.,Luganda
Abantu abamu tebaagala kusasula mabanja gaabwe.,Luganda
Ssente zibulankanyizibwa buli wamu.,Luganda
Beegabanya ssente mmeka?,Luganda
Oteekateeka ddi okusasula ebbanja lyange lyonna?,Luganda
Lwaki abantu abamu balemererwa okusasula amabanja gaabwe?,Luganda
Emirimu gya gavumenti gitera kutwalibwa ng'eky'okusaaga.,Luganda
Beera mwegendereza nnyo ng'ogula ettaka.,Luganda
Bannabyabufuzi abaggya balayizibwa mu buyinza.,Luganda
Ku nkomerero y'omwezi tulina okubalirira ebintu ebikozeseddwa.,Luganda
"Okusobola okufuna ensimbi, nja kutunda ka ppoloti kange ak'ettaka.",Luganda
Ettaka lya bbeeyi nnyo okuligula.,Luganda
Kizibu nnyo okwesiga ennyo abantu.,Luganda
Omukulembeze alina kutuma ani?,Luganda
Kya mugaso okukuuma ebiwandiiko.,Luganda
Ensonga z'ettaka za kwegendereza nnyo.,Luganda
Amateeka n'ebiragiro birina okugobererwa.,Luganda
Ettaka lyeyongera omuwendo oluvannyuma lw'ebbanga.,Luganda
Nzuukuka kumakya nnyo nga ndi mwetegefu okugenda okukola.,Luganda
Amasomero ga gavumenti gali ameka mu Uganda?,Luganda
Ani gwe wali owagidde mu kibiina ky'ebyobufuzi ekyo?,Luganda
Abaana beetaaga entebe ez'okutuulako mu kibiina.,Luganda
Ebibiina ebyongerwako bijja kugendamu abaana abeeyongera mu ssomero.,Luganda
Ssente mmeka ezaakungaanyizibwa nteekateeka y'okusonda?,Luganda
Essomero lyeetaaga ensimbi okuzimba ebibiina ebirala.,Luganda
Abayizi abali mu bibiina eby'akamalirizo balina ekizimbe kyabwe.,Luganda
Ebizimbe bikaddiwa oluvannyuma lw'ebbanga.,Luganda
Byonna teusobola kuba nabyo kubanga ebikozesebwa bya bbula.,Luganda
"Oluvannyuma lwa gavumenti okutuukiriza ogwayo, naawe kola ogugwo ng'omutuuze.",Luganda
Lwaki tuteekawo okusonda ensimbi?,Luganda
Abayizi abafaayo ebiseera ebisinga bayinza okutwala amasomo ga ssaayansi.,Luganda
Abayizi abaali basomeddeko ku ssomero basobola okukyalirirako essomero lyabwe.,Luganda
twetaaga okwemanyiiza enkyukakyuka mu tekinologiya.,Luganda
Amasomo ga ssaayansi mazibu nnyo eri abayizi abamu.,Luganda
Tunaagendako ddi mu kkeberero lya Kemisitule.,Luganda
Bikolwa ki ebimu ku bitakkirizibwa mu bigezo?,Luganda
Neetamwanga okusoma essomo lya nnabiramu.,Luganda
"Mu buto bwange, maama wange ye yali omumuli gwange.",Luganda
Ki ekibeera mu masomo g'okwekwatirako?,Luganda
Amasomo ga ssaayansi gatera okugwibwa ennyo abayizi.,Luganda
Abayizi bajja kuba n'essomo ly'okwekwatirako erya pyizikisi enkya kumakya.,Luganda
