Text,Language
Uganda eyaniriza abanoonyiboobubudamu ekitali ku nsi ezigiriraanye.,Luganda
Omuwendo gw'abayizi ogusinga baali banoonyibaabubudamu.,Luganda
Uganda efuna abanoonyiboobubudamu abapya kkumi buli lunaku.,Luganda
Bazizzaawo ttiimu ezannya goofu mu kitundu kyabwe.,Luganda
Ttiimu ya goofu ekolala bulungi mu mpaka ez'enjawulo.,Luganda
Ekitongole ky'ebyobulamubuzi mu ggwanga kyategese empaka.,Luganda
Ttiimu yakoze bulungi nnyo mu mpaka z'ekyalo.,Luganda
Ttiimu yakute kisooka mu mpaka.,Luganda
Ttiimi z'ensi endala zeetabye mu mpaka.,Luganda
Abantu kinoonmu beebaziddwa olw'okuwaayo eri ttiimu.,Luganda
Baawagidde abazannyi ba goofu abateesobola mu kitundu.,Luganda
Baagenderedde kutunda muzannyo gwa goofu mu kitundu kyabwe.,Luganda
Ttiimi yasanyuka nti abaana baabwe baanyumirwa omuzannyo.,Luganda
Abeetabi abalondeddwa bajja kukiikirira Uganda mu nsi yonna.,Luganda
Abakulu bateekateeka kukyaza muzannyo gwa goofu.,Luganda
Baawaddeyo obuyambi bwa ttulakita okutereeza ekisaawe kya goofu.,Luganda
Omukulembeze w'oku ntikko yawaddeyo ttulakita okutereeza ekisaawe.,Luganda
Ttiimu ye yawangula emizannyo gya goofu egyaggwa.,Luganda
Ebitebe bya poliisi byaggaddwa okumala akaseera ggwanga.,Luganda
Abapoliisi beetaaga okumalirirza okutendekebwa.,Luganda
Ebifo byaggalwa olw'ensoga z'okukola.,Luganda
Reproductive health Uganda etegese olunaku lw'abavubuka olw'ebikijjuko.,Luganda
Abapoliisi abatono baayingiziddwa era bajja kutandika okutendekebwa amangu ddaala.,Luganda
Omukungu yafudde olw'ensobi mu kubateeka gye bakola.,Luganda
Abakungu abavunaanyizibwa ku kugaba abapoliisi mu bifo gye bakola be bajja obuvunnaanyizibwa ku kufa kw'omupoliisi.,Luganda
Omukungu wa pulojekiti ajja kuyamba abantu abato okubeera abalamu.,Luganda
Okulambikibwa mu by'emirimu kujja kukolebwa eri abavubuka.,Luganda
Abakungu ba gavumaneti baanenyezza abavubuka okubeera abanafu.,Luganda
Ebitebe bya poliisi byazziddwamu amaanyi n'abakozi abalala.,Luganda
Abakulembeze balabulwa ku njawuka mu kkanisa.,Luganda
Abakulembeze b'ekkanisa balina okwaniriza enkola z'obukrisitaayo entuufu.,Luganda
Abakulembeze balina okukozesa ebirabo byabwe okukyusa obulamu.,Luganda
Yabulirira enjiri ku Sande kumakya.,Luganda
Akakiiko kalonze omukulembeze w'ekkanisa omuggya.,Luganda
Mmemba w'akakiiko yalondeddwa ng'omuwanika.,Luganda
Abakulembeze abaggya bajja kuweereza okumala emyaka ebiri.,Luganda
Abakulembeze b'ekkanisa bakola omulimu gwa mugaso mu kugatta abakrisitaayo.,Luganda
Ekkanisa erina amatabi amalala abiri.,Luganda
Ekkanisa ewaddeyo eri okuzimba oluguudo mu kitundu.,Luganda
Abakulembeze abamu tebaatuukiriza bantu bye babasuubiramu.,Luganda
Ekkanisa yategeka okwogerezeganya n'abantu mu kitundu.,Luganda
Enguudo embi zikosa okukula kw'ebyobusuubuzi.,Luganda
Okwogerezeganya kw'ekyalo kujja kumala wiiki bbiri.,Luganda
Abatuuze b'ekitundu enguudo embi baazineneyerezza bukulembeze bubi.,Luganda
Enguudo zizimbibwa mu Uganda.,Luganda
Okwemulugunya okumu tekukolebwako.,Luganda
Enguudo embi ziviirako obubenje.,Luganda
Enkuba etera okujjuza amazzi mu nguudo ne ziba nga teziyitikamu.,Luganda
Enguudo embi zirina okukolebwa.,Luganda
Ebizibu ebimu byetaaga ebbanga ggwanvu okubigonjoola.,Luganda
Ensimbi okwoyongera kirongoosa embeera y'obulamu.,Luganda
Abakyala abamu bambala bubi nga bakigenderedde okusendasenda bassaabasomesa abasajja.,Luganda
Omusumba yalabula abasajja ku kikolwa ky'okukaka omukwano.,Luganda
Abaami n'abakyala bombi balina eddembe lye limu.,Luganda
Abakyala balina okukyusa ku ngeri gye bayambala.,Luganda
Okukaka omukwano kye ki?,Luganda
Abassaabasomesa balina okweyisa mu ngeri yokka esaanidde n'abayizi.,Luganda
Obuwangwa buyamba okuziyiza emize.,Luganda
Okukaka omukwano kwa ngeri za njawulo.,Luganda
"Olw'okuba tuva mu maka ga njawulo, ffenna ebintu tubiraba mu ngeri za njawulo.",Luganda
Abasajja balina okuwa abakyala ekitiibwa.,Luganda
Abantu balina okusomesebwa ku ngeri z'okukaka omukwano.,Luganda
Tosirikira kukakibwa mukwano.,Luganda
Abakakibwa omukwano balina ensonga zaabwe lwaki basirika.,Luganda
Amatendekero gayinza kukwata gatya okukakibwa omukwano obulungi?,Luganda
Bannabyabufuzi balina okwenyigira mu nsonga z'amalwaliro?,Luganda
Osobola okufuuka omukugu mu mirimu egy'enjawulo.,Luganda
Ssentebe w'olukiiko olufuzi alina mulimu ki?,Luganda
Abantu abatono basobola okukiikirira abangi.,Luganda
Abalwadde be bamu ku bakwatibwako b'eddwaliro.,Luganda
Amalwaliro nago galina obukiiko obugaddukanya.,Luganda
Ebyayita tebirina nnyo mugaso leero.,Luganda
"Olw'okuddukanyizibwa obulungi, emirimu girina okugabanyizibwa mu bantu ab'enjawulo.",Luganda
Ebyobulamu byetaaga kulongoosebwa.,Luganda
Obulwaliro butera okusindika abalwadde mu malwaliro amanene.,Luganda
Kwemulugunya ki okumu amalwaliro kwe galina?,Luganda
Ebitongole bifaayo nnyo ku mbeera y'abo ababirimu.,Luganda
Mu ngeri ki okusiga ensimbi okulungi gye kulina okusaasaanyizibwamu.,Luganda
Enteekateeka y'abwe enkulu ya bbanga ddene.,Luganda
Amalwaliro ag'omulembe gawa abalwadde baago empeereza ey'omutindo.,Luganda
Amalwaliro gettanidde tekinologiya aliwo okwanguya emirimu.,Luganda
Ebbula ly'abakozi mu ddwaliro lyandivaamu omujjuzo.,Luganda
Embalirira zikubibwa olw'okuteekateeka.,Luganda
Abantu b'ekitundu baasobodde okusonda ssente ez'omukolo.,Luganda
Embalirira eraga ensaasaanya eteeberezebwa.,Luganda
"Abalambuzi bawagira bizinensi za kuno nga wooteri, tonninnyira n'endala.",Luganda
Uganda erina ebifo ebyobulambuzi ebisikiriza abalambuzi.,Luganda
Abaavuganya okusinga baali bakazi.,Luganda
Abaavuganya ku bwannalulungi baabuuzibwa butya buli omu bwe yali ow'okutumbulamu obulambuzi.,Luganda
Ebyobulambuzi bireeta abagwiira mu ggwanga.,Luganda
Buli kitundu mu uganda kirina ebifo ky'obulambuzi.,Luganda
Bannalulungi bongera batya ku by'obulambuzi?,Luganda
Banneekolera gyange bakubirizibwa okusiga ssente mu byobulambuzi.,Luganda
Ebyobulambuzi birina okukulaakulanyizibwa.,Luganda
Abakungu ba gavumenti beenyigira nnyo mu mivuyo gy'ettaka.,Luganda
Ensonga z'ettaka nsonga z'amaanyi nnyo mu kitundu kyaffe leero.,Luganda
Kkooti egonjoola enkaayana ku ttaka.,Luganda
Abannamateeka bayamba abantu mu mateeka mu ngeri ez'enjawulo.,Luganda
Ebibira bisimbibwa ku ttaka eggazi.,Luganda
Ebibira biri mu bifo ebisukka mu kimu.,Luganda
Banneekolera gyange basimba ebibira okufunamu ensimbi.,Luganda
Emikutu gya laadiyo gumu ku mikutu abantu mwe baggya obubaka.,Luganda
Abakozi ba gavumenti batera obutabeera beesimbu mu kukola emirimu gyabwe.,Luganda
Abantu abamu beddiza ebintu bya gavumenti.,Luganda
Ekitongole ekivunaanyizibwa ku bibira kirina mulimu ki?,Luganda
Okubba ettaka mu kitundu kungi.,Luganda
Ekitongole ky'ebibira kyetaaaga okumanyisa abantu ku mirimu gyakyo.,Luganda
Okunoonyereza kwetaagisibwa okukakasa nti omusango ddaala gwaliwo.,Luganda
Ennamula erina kuba ya bwenkanya.,Luganda
"Ng'ensala tennaweebwa mu kkooti, enjuyi zonna zirina okuwulirwa.",Luganda
Enguzi nnyingi mu bitongole bya gavumenti.,Luganda
Entobazi n'ebirira bifo ebitalina kusengebwamu.,Luganda
Ebirime ng'omuceere birimibwa mu ntobazi.,Luganda
Ssettendekero mu kitundu za muganyulo nnyo.,Luganda
Ebikuumibwa tebirina kukwatibwako.,Luganda
Tosalinkiriza ku ttaka lya kibira.,Luganda
Ebibira birina okukuumibwa okuva ku babisengamu.,Luganda
Lwaki abagwira balina okuyisibwa mu ngeri ya njawulo ku bannansi?,Luganda
Ebyenfuna birina kutumbulwa bitya?,Luganda
Abalimi abalima awanene bakozesa ebyuma ku nnimiro zaabwe.,Luganda
Abalimi abalimira awatono basobola okwegatta.,Luganda
Enteekateeka esobola okuteekebwa mu nkola mangu.,Luganda
Ki ekisikiriza bamusigansimbi mu kitundu?,Luganda
Tuterekere ebiseera by'omu maaso?,Luganda
Ebyuma eby'amaanyi bikozesa amasannyalaze mangi.,Luganda
Amabibiro gayamba mu kukola amasannyalaze.,Luganda
Enguudo ennungi zokka tezisobola kuleeta nkulaakulana.,Luganda
Bamusigansimbi abagwira baleetawo obuyiiya n'okuvumbula ebipya.,Luganda
Okuddamu kwe kwanzizizzaamu nnyo amaanyi okukola ennyo.,Luganda
Gavumenti ya Uganda ekubiriza obulimi ng'egaba ensigo ez'obwereere.,Luganda
Obwetaavu bw'amajaani buli waggulu.,Luganda
Abalimi b'amajaani balima majaani.,Luganda
Okunoonyereza kutuyamba okuzuula engeri empya ez'okukolamu ebintu.,Luganda
Pulezidenti alina obubaka obw'okuwa eggwanga mu lujjudde.,Luganda
Ki ekifuula omuntu omuwanguzi?,Luganda
Uganda ezimbye enkolagana n'amawanga amalala.,Luganda
Tuyinza kukuuma tutya ebyobugagga?,Luganda
Emisolo emingi giremesa okusiga ensimbi.,Luganda
Uganda nsi ya mirembe.,Luganda
Okulima ppamba kuwerebwe mu Uganda?,Luganda
Okusomesebwa ku kukuuma obutonde kulina kutandikira mu maka.,Luganda
Abafuzi b'amatwale baaleeta okulima ppamba mu Uganda.,Luganda
Emiti gya kalitunsi gyonoona ettaka.,Luganda
Buli omu alina eddembe mu mateeka okuloopa omuntu yenna.,Luganda
Olutalo mu bukiika kkono bwa Uganda lwaleetera okufiirwa kw'enkuyanja y'obulamu bw'abantu.,Luganda
Ebibinja ebibi bireeta emize emibi nga okufuweeta sigala.,Luganda
Abayisiraamu beemulugunyiza olw'abannaabwe abatwalibwa mu nkomyo nga mpaawo bujulizi bumala.,Luganda
Ebikujjuko bya yidi bitera okubuutikirwa okwejalabya okuteetaagisa,Luganda
Okukozesa obulungi ensimbi kyetaagisa mu biseera by'ebikujjuko,Luganda
Gavumenti erina okwongera ku bungi bw'ebyo ebikozesebwa ab'ebyobulamu mu kwekuuma,Luganda
Abasawo beetaaga embeera y'emirimu ennungi okujjanjaba abalwadde obulungi.,Luganda
Abakozi b'ebyobulamu basaana okulangirirwa ng'abazira mu kiseera kya nawookera kino,Luganda
Mu ngeri y'okuzzaamu abasawo amaanyi emisaala gyabe gyayongezeddwa,Luganda
Amalwaliro amanene amalala galina okuzimbibwa mu kitundu.,Luganda
Okukebeza kkookolo entakera kija kutuyamba okumanya omuwendo g'wabalwadde omutuufu,Luganda
Ensiisira z'ebyobulamu nungi mu kutuusa obuweereza ku bantu mu byalo.,Luganda
Engaba y'eddagala mu byalo eteekeddwa okulongoosebwa nga bwe kiri mu bibuga.,Luganda
Ensiisira z'ebyobulamu ziteekeddwa okutegekebwa okutuusa obuweereza mu byalo.,Luganda
Ensiisira z'ebyobulamu zisobola okukozesebwa okunogera eddagala endwadde ezitawanya emitima.,Luganda
Ebyuma ebirala biguliddwa okwekaliriza embeera z'omutima.,Luganda
Mu Uganda abakugu b'endwadde z'omutima batono.,Luganda
Abakugu mu byobulamu abalala bateekeddwa okusindikibwa okukola mu byalo.,Luganda
Ebisaawe byobulamu bingi tebirina bakugu mu Uganda.,Luganda
"Bannayuganda abasinga tebafaayo ku bulamu bw'amaaso, enyindo n'emimiro gyabwe.",Luganda
Ab'amawulire bateekeddwa okusaka amawulire mangi ku nsonga ezikwata ku byobulamu.,Luganda
Ffenna kitwetaagisa okubaako kye tuwaayo mu nsiisira z'ebyobulamu.,Luganda
Okutegeka ensiisira z'ebyobulamu buli kaseera kya mugaso mu bitundu by'ebyalo.,Luganda
Kikyetaagisa okwongera okutendeka abakugu mu byobulamu.,Luganda
Ensiisira z'ebyobulamu ziteekeddwa okukolebwa mu bitundu byonna ebya Uganda,Luganda
Okukubaganyanga ebirowoozo mu masomero kikulu nnyo mu kutendeka abakulembeze b'enkya.,Luganda
Abayizi basobola okulongoosa obukugu bwabwe mu by'empuliziganya mu biseera by'okukubaganya ebirowoozo.,Luganda
Okuvuganya mu bya Bbayibuli kiyamba abattiini okutegeera ekigambo kya Katonda.,Luganda
Abayizi abasiraamu balina okusaalira awamu mu biseera by'ekisiibo.,Luganda
Abayizi batono abajja mu kusaba kw'olwokusatu.,Luganda
Edddiini teteekeddwa kuleetawo njawukana mu bayizi.,Luganda
Okusoma Kulaani kuyamba abasiraamu okunyweeza enzikiriza yaabwe.,Luganda
Okuvuganya mu Bbayibuli kusobozesa enkolagana mu bayizi okuva mu masomero ag'enjawulo.,Luganda
Abayisiraamu bateekeddwa okwewala ebikemo ng'omwezi ga Lamanzaani guggwako.,Luganda
Ensirika zedddiini nungi mu kugatta abayizi.,Luganda
Ebibiina by'edddiini ebirala biteekeddwa okutondebwawo mu masomero okunyweza enzikiriza y'abayizi.,Luganda
Ekiseera ky'ekisiibo kikulu nnyo okwogerezeganya ne Katonda eri Abasiraamu.,Luganda
Mu kalenda y'Obusiraamu omwezi gwa Lamanzaani gwe gusinga okuba omutukuvu.,Luganda
Ebibiina by'Abakirisitu abasabira awamu birungi mu kuzimba enkolagana ennungi wakati wa bannakibiina.,Luganda
Abakirisitu babadde balina okusabira mu maka gaabwe mu kaseera kano aka sennyiga omukambwe.,Luganda
Ekanisa y'abangirikaani y'esinga obukadde mu Uganda.,Luganda
Buli mwaka bannayuganda abakrisito bakuza olunaku lw'abajulizi.,Luganda
Abakrisito bateekeddwa okuwaayo obulamu bwabwe eri Katonda okubeera mu bulamu obweyagaza.,Luganda
twetaaga okukungaana mu kiseera ky'okutegeka emikolo gya kkanisa.,Luganda
Tuteekeddwa okudda eri Katonda mu kiseera kino ekizibu eky'obulwadde.,Luganda
Abavubuka beetaaga okutandikawo bu bizinesi obutono begye mu bwavu.,Luganda
Abakulembeze b'enzikiriza balina obuvunaanyizibwa okuyigiriza abavubuka empisa.,Luganda
Okuwaayo okulala kwanirizibwa olw'okuyimirizaawo emirimu gy'ekkanisa.,Luganda
Abakrisito bateekeddwa okwenyigira ennyo mu bijaguzo by'e kereziya okwongera okufuna emikisa gya Katonda.,Luganda
Ekkanisa etegekeddwa obulungi eba kkanisa ngumu.,Luganda
Abantu abambala ebibikka ku mutwe tebateekeddwa kulinnya ppikipiki kuba bajja basiba.,Luganda
Pulezidenti ayisizza ekiragiro eri abo abambala ebibikka ku mitwe gyabwe nga bavuga ppikipiki..,Luganda
Okweyongera kw'okukozesa obubi emmundu enangi zino kwongedde okutiisa abatuuze.,Luganda
Abakungu ba gavumenti beetaaga obukuumi obulala kuba balina abalabe bangi.,Luganda
Enkola y'okunoonyereza ku misango esingako yeetaagisa mu kulwanyisa obuzzi bw'emisango.,Luganda
Pulezidenti avuddeyo n'anenya abamenyi b'amateeka abagenda mu maaso n'okutta abantu.,Luganda
Abali ku ludda oluvuganya bavumiridde obukambwe poliisi bw'ekozesa mu biseera bya kampeyini.,Luganda
Uganda People's Defence Forces bulijjo ebadde ewangula entalo.,Luganda
Pulezidenti avumiridde ekitta bakungu ekiriwo.,Luganda
Obubaka bw'obukyayi ku mikutu gi mugattabantu emirundi mingi buvuddemu obutabanguko,Luganda
Gavumenti eguze kamera enkettabikolwa okukendeeza ku buzzi bw'emisango,Luganda
Omuntu yenna eyenyigira mu butemu ajja kuvunaanwa.,Luganda
Okuggala enguudo kuleetawo obunkenke n'olwekyo tekiyamba mu kutangira bumenyi bw'amateeka.,Luganda
Okufiira mu mikono gy'omutemu y'enfa ekyasinze obubi.,Luganda
Abaakafumbiriganwa beetaaga okwettanira yinsuwa y'obulamu okuteekateekera amaka gaabwe.,Luganda
Okuzimba essomero kimu ku biyamba okukuuma erinnya ly'omuntu.,Luganda
Enguudo ennungi y'emu ku ngeri gye tuyinza okutumbulamu ebyobulambuzi mu Uganda.,Luganda
Bannabyabufuzi tebateekeddwa kukozesa mikolo gya kuziika nga kaddaala ka bya bufuzi.,Luganda
Abantu beetaaga okusigala nga ba mpisa ku mikolo gy'okuziika.,Luganda
Bannabyabufuzi batera okuubagana mu kukungubaga,Luganda
twetaaga okussa ekitiibwa mu lunaku tubawerekere mu mirembe.,Luganda
Ebikolwa byonna eby'obukambwe tebiteekeddwa kwanirizibwa mu bantu.,Luganda
"Okubba, n'okusaalimbira awatali wuwo misango minene, tuteekeddwa okubyewala.",Luganda
"Obutali butebenkevu bubi eri bizinesi, n'olwekyo tulina okukkiriza ebivudde mu kulonda.",Luganda
Bannansi be babonabona singa obutabanguko bubalukawo.,Luganda
Poliisi eteekeddwa okufulumya alipoota ku kuttibwa kw'abantu abamanyifu okuliwo.,Luganda
Abantu abafudde nga baweereza eggwanga lyabwe bateekeddwa okuziikibwa ng'abazira.,Luganda
Bannabyabufuzi abamanyifu bulijjo tebasanga buzibu bwonna kuddamu kwesimbawo.,Luganda
Bannabyabufuzi beetaaga okuyiga okukkiriza okwewala obutabanguko ng'okulonda kuwedde.,Luganda
Gavumenti ejja kusonyiwa abaali abayekera bwe baneewaayo.,Luganda
Uganda yalinanga ebibinja by'abayekera bingi.,Luganda
Abantu baagamba nti abo abaali bakaalakaala n'emmundu bali baserikale.,Luganda
Abayeekera babavunaana kulya mu nsi lukwe bwe bakwatibwa.,Luganda
Abaaliko abayeekera bateekeddwa okusonyiyibwa singa beyunga ku gavumenti.,Luganda
Pulezidenti alina obuyinza obulagira okuyimbula omusibe.,Luganda
Amagye tegateekeddwa kwenyigira mu byabufuzi.,Luganda
Munnayuganda owabulijjo akosebwa butereevu enkola za gavumenti ez'ebyenfuna.,Luganda
Okuwangulwa mu kulonda tekitegeeza nti omuntu ateekeddwa okunnyuka ebyobufuzi.,Luganda
Ababaka ba pulezidenti bakiikirira pulezidenti mu disitulikiti zaabwe.,Luganda
Abavubuka bangi beenyigidde mu kulonda okubindabinda.,Luganda
Obuli bw'enguzi y'emu ku nsonga ezizingamizza enkulaakulana mu Uganda.,Luganda
Okulonda kwa Uganda kujjuddemu okugulirira abalonzi.,Luganda
Abantu abaliko obulemu beetaaga ensimbi okutandikawo pulojekiti ezaabwe ezivaamu ssente.,Luganda
Bannabyabufuzi tebasaanye kwesongamu nnwe kuba kino kireeta enjawukana mu bantu.,Luganda
Omukozi wa gavumenti ateekeddwa okulekulira omulimu gwe bwaba yesimbyewo ku woofiisi y'ebyobufuzi.,Luganda
Bannabyabufuzi beetaaga ebirowoozo by'abantu nga tebannabaako kye boogera,Luganda
Edddiini ezisinga zitwala emikolo gy'okuziika nga kikulu.,Luganda
Ebbago ly'ekkomo ly'emyaka lireese enkaayana mu bannabyabufuzi.,Luganda
Okuttisa abantu emmundu kweyongedde nnyo ebiro bino.,Luganda
Loopanga omuntu yenna gwe weekengedde mu kitundu.,Luganda
Bamusigansimbi okuva e China abalala beeyongedde okujja mu ggwanga okusiga ensimbi.,Luganda
Enkolagana ennungi wakati wa Uganda ne China ejja kutonderawo abavubuka emirimu emirala.,Luganda
Abavubuka bakubirizibwa okusiga ensimbi mu bulimu obutono obwa ssente entono.,Luganda
Obulimi n'obulunzi kye kisaawe ekisinga obuwanguzi mu byenfuna bya Uganda.,Luganda
Abalimi bateekeddwa okukozesa ebyuma mu nkola z'okulimalunda okukungula ebingi.,Luganda
Uganda Investment Authority eteekeddwa okuwa abasiga nsimbi aba wano ssente,Luganda
Abantu abalala bateekeddwa okwetaba mu myoleso gy'obusuubuzi.,Luganda
Emyoleso gy'ebyobusuubuzi giyamba bannyini kkampuni okufunira ebyamaguzi byabwe akatale.,Luganda
Ettaka lya Uganda eggimu ligifuula ensi ennungi okusiga mu byobulimi.,Luganda
Ensaasaanya y'amasannyalaze ennungi ya mugaso mu kutumbula amakolero,Luganda
Gye buvuddeko wabaddewo okuttibwa kw'abavuzi ba booda booda.,Luganda
Bannansi abatutumufu bateekeddwa okuweebwa abakuumi okubakuuma.,Luganda
Waliwo okusaasaana kw'amawulire mangi agatali matuufu ku kirwadde ky'akawuka ka kolona ku mitimbagano.,Luganda
Okulawuna kw'abaserikale ba poliisi mu kitundu y'engeri emu gye tusobola okukendeeza obuzzi bw'emisango mu Uganda.,Luganda
Kya buwangwa mu Afirika abantu okuwa amabugo,Luganda
Okubeera omukozi ennyo mu kibiina ekifuga mu Uganda kikukakasa okusuumuusibwa ku bwa Minisita,Luganda
Abaaliko abayeekera ba ddembe okwegatta ku gavumenti efuga oluvannyuma lw'okwewaayo,Luganda
Obulumbaganyi bw'abayeekera mu Uganda bubadde emirundi egisinga tebuwangula.,Luganda
Bannabyabufuzi abali ku ludda oluwabuzi bakolokose gavumenti olw'obutaba na butebenkevu mu Uganda.,Luganda
Omuzannyo gwa goofu tegutumbuddwa bulungi mu Uganda.,Luganda
Kaweefube w'emikutu gy'amawulire ateekeddwa okukolebwa okutumbula goofu mu Uganda.,Luganda
Goofu alabibwa ng'omuzannyo ogw'abagagga naye ekyo tekiteekeddwa kuba nsonga.,Luganda
Kyetaagisa empisa nyingi n'obugumiikiriza bungi okuzannya goofu,Luganda
Ebisaawe bya goofu biteekeddwa okulongoosebwa okutumbula omuzannyo mu Uganda.,Luganda
Omuzannyo gwa goofu guteekeddwa nagwo okutumbulwa mu byalo.,Luganda
Abazannyi ba goofu abapya beetaaga obuyambi bw'ensimbi.,Luganda
Okutendeka abakubi ba goofu abato kukakasa abakugu b'ebkya,Luganda
Goofu mu Uganda asingangamu bagwira abazannya okwesanyusaamu,Luganda
Goofu azannyibwa bantu babanguseeko ate nga balina emirimu egibasasula obulungi,Luganda
Goofu alabibwa ng'omuzannyo gw'abagagga abakuze mu myaka.,Luganda
Ekisaawe kya goofu kifo ekisanyusa era ekirungi okuwummuliramu eri abantu.,Luganda
Ebifo byobuwangwa biteekeddwa okukuumibwa okuva ku bamusigansimbi.,Luganda
"Amateeka amakakali geeetagisa okulwanyisa abo abasaanyaawo entobazzi, olwo tukuume obutonde.",Luganda
Bingi biteekeddwa okukolebwa okukuumira emirembe eginaddako obutonde,Luganda
Etteeka liteekeddwa okuyisibwa okukuuma ebifo byobuwangwa obutonoonebwa.,Luganda
Amasomero geetaaga okutandika kiraabu za goofu okutumbula omuzannyo gwa goofu.,Luganda
Omuntu yenna asobola okufuuka omuzannyi wa goofu omukugu bwe bafuna obwagazi.,Luganda
Enkolagana ennungi wakati w'omukozi ne mukama we ya mugaso nnyo,Luganda
Okubeera mu kifo ng'olina by'oyigiramu Kya muwendo nnyo mu mirimu gye tukola.,Luganda
Kyetaagisa obudde n'empisa okutegeera omuzannyo.,Luganda
Omuzannyo gwa goofu guteekeddwa okutumbulwa mu matendekero g'okusoma aga waggulu.,Luganda
Enzirukanya ennungi yeeetaagisa okukuuma endabika y'ekisaawe kya goofu.,Luganda
Abayizi bateekeddwa okwenyigira mu kaweefube w'okuyonja ekitundu.,Luganda
Abayizi bagenderera okumanya omuntu asobola okuwangula mu byemizannyo. nga si by'amagezi bokka.,Luganda
Kakuyege w'omusujja gw'ensiri agendererwamu okubunyisa amagezi g'okwetangiramu obulwadde buno.,Luganda
Amasomero agamu ku gaasooka gaatandikibwawo okugunjuliramu abaana b'abalangira.,Luganda
Okutundibwa kw'amasomero ga gavumenti tekuyamba bamufunampola.,Luganda
Okugobwa kw'abayindi okuva mu Uganda kyataataaganya ebyobusuubuzi.,Luganda
Entandikwa entono evaamu ebirungi bingi.,Luganda
Kibuulirirwa bulijjo okutandika n'ekitono n'okula n'ogaziwa.,Luganda
Abantu abamanyifu ba mugaso nnyo mu kukubiriza abazadde okuweerera abaana baabwe mu masomero.,Luganda
Okwetaba mu by'emizaanyo kizaala abazannyi aba ttiimu y'eggwanga.,Luganda
Amasomero obutaba na ttaka limala kigalemesa okugaziwa.,Luganda
Ebbula ly'ettaka okuzimba ebizimbe ebirala kimalibwawo na kuzimba bizimbe bya kalina.,Luganda
Abakungu ba gavumenti ebiseera ebisinga bagaba ssente mu kujaguza kw'ekkanisa.,Luganda
Ebibiina by'abaaliko abayizi mu ssomero binyweza enkolagana mu bannakibiina.,Luganda
Omukirisitu yenna atagoberera mateeka ga dddiini ajja kugobwa mu kkanisa,Luganda
Okugobwa mu kkanisa ky'ebkibonerezo ekisinga obunene Kereziya ky'ewa omukrisitu asingiddwa omusango.,Luganda
Wabaddewo enkaayana z'ettaka nnyingi wakati wa kereziya ne bannannyini ttaka.,Luganda
Okusosolagana mu mawanga kireeta enjawukana mu bakrisito.,Luganda
Okujulira kusobola okukolebwa omukrisitu agobeddwa mu kkanisa.,Luganda
Ekkanisa zeetaaga okuva ku ttaka liizi bwe ziggwako.,Luganda
Endagaano eziri mu bwerufu ziteekeddwa okukolebwa okwewala ebizibu endagaano y'obupangisa ng'eweddeko.,Luganda
Ebitongole by'edddiini biteekeddwa okulaga ebigendererwa byabyo ku ttaka lya liizi.,Luganda
Abakrisito bannange bawagidde okusalawo okw'okugoba abakrisito abalala mu kkanisa.,Luganda
Abayambi b'abasumba bayamba okusaasaanya ekigambo kya Katonda mu kitundu.,Luganda
Abakrisito abamu baloopye ekkanisa mu kkooti olw'obutabasasula nsimbi za bupangisa.,Luganda
Liizi z'ettaka emirundi egisinga zimala myaka kikumi.,Luganda
Kereziya yeetaaga okukwasaganya ensonga zaayo ez'ettaka.,Luganda
Obutabaawo kwogerezeganya wakati wa nnannyini ttaka n'ekkanisa kuleetawo obukuubagano.,Luganda
Abakrisito abamu bagobeddwa mu kkanisa mu bukyamu,Luganda
Okugobwa mu kkanisa kiteekeddwa okukolebwa oluvannyuma lw'okukungaanya obujulizi obumala.,Luganda
Okuboolwa mu kkanisa kusobola okuggibwawo singa omukrisitu azuulibwa nga talina musango.,Luganda
Ekkanisa teteekeddwa kusonyiyibwa kuvunaanibwa singa omusango gugisinga.,Luganda
Okunoonyereza okungi kuteekeddwa okukolebwa nga omuntu tannagobebwa mu kkanisa.,Luganda
Omukrisitu yeetaagisa okwenenya ebibi bye nga tannasembera.,Luganda
Omuntu ateekeddwa okuba omwerufu mu bigendererwa bye bwe beeyunga ku bibiina by'ekkanisa.,Luganda
Tewali kiswaza mu kwenenya olw'okusobya.,Luganda
Obukulembeze bw'ekkanisa tebukoze mulimu bulungi okumalawo enkaayana ku ttaka.,Luganda
Ekkanisa ekozesezza okuboolwa mu kkanisa okulemesa abakrisito abawakanya ensonga z'ettaka,Luganda
Okujaguza okw'ekimpatira okw'okusembera okutukuvu kuleetawo okugobebwa mu kkanisa.,Luganda
Okuggyamu olubuto kikugobya mu kkanisa ya Katonda.,Luganda
Okusonyiwa amasakalamentu kiyinza okuvaamu okugoba omukrisitu mu kkanisa.,Luganda
Obulyake mu gavumenti z'ebitundu kuzingamizza entegeka z'okwekulaakulanya.,Luganda
Abakyala abasinga okubeera mu bulabe bw'obutabanguko mu maka beetaaga okuweebwa obuyambi bw'ensimbi.,Luganda
Abakyala tebalina we basobola kwewola era tebalina magezi na bukugu bumala mu by'ensimbi,Luganda
Pulogulaamu ezitumbula abakyala teziwangula olw'enkwata y'ensimbi embi.,Luganda
Abakyala bateekeddwa okutendekebwa mu ngeri y'okukwatamu ensimbi mu bibiina by'obwegassi.,Luganda
